GARD:0000001 ! GRACILE syndrome	ORPHANET:53693	OMIM:603358 ! GRACILE syndrome
GARD:0000265 ! Trichodental syndrome	ORPHANET:3351	OMIM:601453 ! Trichodental Dysplasia,Orphanet:3351 ! Trichodental syndrome
GARD:0000267 ! Nasodigitoacoustic syndrome	ORPHANET:2662	OMIM:255980 ! Keipert syndrome
GARD:0000269 ! IVIC syndrome	ORPHANET:2307	OMIM:147750 ! IVIC syndrome
GARD:0000270 ! Nicolaides-Baraitser syndrome	ORPHANET:3051	OMIM:601358 ! Nicolaides-Baraitser Syndrome
GARD:0000270 ! Nicolaides-Baraitser syndrome	UMLS:C1303073	OMIM:601358 ! Nicolaides-Baraitser Syndrome
GARD:0000272 ! VACTERL hydrocephaly	OMIM:276950 ! Vacterl Association With Hydrocephalus	MESH:C536521 ! VACTERL hydrocephaly
GARD:0000272 ! VACTERL hydrocephaly	UMLS:C2931229	MESH:C536521 ! VACTERL hydrocephaly
GARD:0000273 ! Wrinkly skin syndrome	ORPHANET:2834	OMIM:278250 ! Wrinkly skin syndrome
GARD:0000274 ! Woods Black Norbury syndrome	ORPHANET:2571	OMIM:300076 ! X-linked immunoneurologic disorder
GARD:0000275 ! Serpentine fibula polycystic kidney syndrome	OMIM:600330	OMIM:102500 ! Hajdu-Cheney syndrome
GARD:0000275 ! Serpentine fibula polycystic kidney syndrome	ORPHANET:2853	OMIM:102500 ! Hajdu-Cheney syndrome
GARD:0000275 ! Serpentine fibula polycystic kidney syndrome	UMLS:C1838257	OMIM:102500 ! Hajdu-Cheney syndrome
GARD:0000276 ! Eunuchoidism familial hypogonadotropic	OMIM:227200	OMIM:614841 ! Hypogonadotropic Hypogonadism 12 With or Without Anosmia
GARD:0000276 ! Eunuchoidism familial hypogonadotropic	ORPHANET:1958	OMIM:614841 ! Hypogonadotropic Hypogonadism 12 With or Without Anosmia
GARD:0000276 ! Eunuchoidism familial hypogonadotropic	UMLS:C1856897	OMIM:614841 ! Hypogonadotropic Hypogonadism 12 With or Without Anosmia
GARD:0000277 ! Pilodental dysplasia with refractive errors	ORPHANET:2892	OMIM:262020 ! Pilodental dysplasia - refractive errors
GARD:0000277 ! Pilodental dysplasia with refractive errors	UMLS:C1849805	OMIM:262020 ! Pilodental dysplasia - refractive errors
GARD:0000280 ! Halal Setton Wang syndrome	UMLS:C2930953	Orphanet:1809 ! Hidrotic ectodermal dysplasia, Halal type
GARD:0000282 ! Raine syndrome	ORPHANET:1832	OMIM:259775 ! Lethal osteosclerotic bone dysplasia
GARD:0000284 ! Irons Bhan syndrome	OMIM:601927 ! Lymphedema, Cardiac Septal Defects, and Characteristic Facies	MESH:C535539 ! Irons Bhan syndrome
GARD:0000284 ! Irons Bhan syndrome	UMLS:C2930926	MESH:C535539 ! Irons Bhan syndrome
GARD:0000287 ! Naguib-Richieri-Costa syndrome	ORPHANET:2211	OMIM:239710 ! Hypertelorism - hypospadias - polysyndactyly syndrome
GARD:0000288 ! Hallermann-Streiff syndrome	ORPHANET:2108	OMIM:234100 ! Hallermann-Streiff syndrome
GARD:0000288 ! Hallermann-Streiff syndrome	UMLS:C0018522	OMIM:234100 ! Hallermann-Streiff syndrome
GARD:0000290 ! Dennis Fairhurst Moore syndrome	OMIM:234100 ! Hallermann-Streiff syndrome	MESH:C538210 ! Dennis Fairhurst Moore syndrome
GARD:0000290 ! Dennis Fairhurst Moore syndrome	UMLS:C2931775	MESH:C538210 ! Dennis Fairhurst Moore syndrome
GARD:0000291 ! Spasticity multiple exostoses	UMLS:C1834724	OMIM:158345 ! Multiple Exostoses With Spastic Tetraparesis
GARD:0000292 ! Ichthyosis alopecia eclabion ectropion mental retardation	ORPHANET:2269	MESH:C537364 ! Jagell Holmgren Hofer syndrome,Orphanet:2269 ! Ichthyosis - alopecia - eclabion - ectropion - intellectual disability
GARD:0000293 ! Rodrigues blindness	UMLS:C1849332	OMIM:268320 ! Rodrigues Blindness
GARD:0000295 ! Nevo syndrome	OMIM:601451	OMIM:225400 ! Ehlers-Danlos syndrome, kyphoscoliotic type
GARD:0000295 ! Nevo syndrome	ORPHANET:2691	OMIM:225400 ! Ehlers-Danlos syndrome, kyphoscoliotic type
GARD:0000296 ! Lopes Gorlin syndrome	OMIM:600269 ! Short tarsus - absence of lower eyelashes	MESH:C537036 ! Lopes Gorlin syndrome
GARD:0000296 ! Lopes Gorlin syndrome	ORPHANET:2832	MESH:C537036 ! Lopes Gorlin syndrome
GARD:0000296 ! Lopes Gorlin syndrome	UMLS:C1838328	MESH:C537036 ! Lopes Gorlin syndrome
GARD:0000298 ! Lubinsky syndrome	ORPHANET:2410	OMIM:240950 ! Hypogonadism-Cataract Syndrome,Orphanet:2410 ! Hypergonadotropic hypogonadism - cataract syndrome
GARD:0000299 ! Epidermolysis bullosa, late-onset localized junctional, with mental retardation	UMLS:C1856969	OMIM:226440 ! Epidermolysis Bullosa, Late-Onset Localized Junctional, With Mental Retardation
GARD:0000301 ! Generalized resistance to thyroid hormone	OMIM:190160	OMIM:188570 ! Thyroid Hormone Resistance, Generalized, Autosomal Dominant,OMIM:274300 ! Thyroid Hormone Resistance, Generalized, Autosomal Recessive,Orphanet:3221 ! Generalized resistance to thyroid hormone
GARD:0000301 ! Generalized resistance to thyroid hormone	UMLS:C0242604	OMIM:188570 ! Thyroid Hormone Resistance, Generalized, Autosomal Dominant,OMIM:274300 ! Thyroid Hormone Resistance, Generalized, Autosomal Recessive,Orphanet:3221 ! Generalized resistance to thyroid hormone
GARD:0000302 ! Severe congenital neutropenia autosomal recessive 3	ORPHANET:99749	OMIM:610738 ! Kostmann syndrome
GARD:0000303 ! Jeune syndrome situs inversus	UMLS:C2931535	MESH:C537572 ! Jeune syndrome situs inversus
GARD:0000304 ! Blau syndrome	ORPHANET:90340	OMIM:186580 ! Blau syndrome
GARD:0000304 ! Blau syndrome	UMLS:C1861303	OMIM:186580 ! Blau syndrome
GARD:0000305 ! Deafness conductive ptosis skeletal anomalies	ORPHANET:3236	OMIM:221320 ! Conductive deafness - ptosis - skeletal anomalies
GARD:0000306 ! Camptodactyly arthropathy coxa vara pericarditis syndrome	ORPHANET:171881	OMIM:208250 ! Camptodactyly-Arthropathy-Coxa Vara-Pericarditis Syndrome
GARD:0000306 ! Camptodactyly arthropathy coxa vara pericarditis syndrome	UMLS:C1859690	OMIM:208250 ! Camptodactyly-Arthropathy-Coxa Vara-Pericarditis Syndrome
GARD:0000307 ! Jacobsen syndrome	ORPHANET:2308	OMIM:147791 ! Jacobsen syndrome,OMIM:243800 ! Johanson-Blizzard syndrome
GARD:0000309 ! Fibromatosis multiple non ossifying	UMLS:C0796000	Orphanet:2029 ! Multiple non-ossifying fibromatosis
GARD:0000310 ! Zunich neuroectodermal syndrome	UMLS:C1848392	OMIM:280000 ! CHIME syndrome
GARD:0000311 ! Saal Bulas syndrome	UMLS:C2931439	MESH:C537193 ! Saal Bulas syndrome
GARD:0000312 ! Robinow syndrome	OMIM:268310 ! Autosomal recessive Robinow syndrome	DOID:0060254 ! Robinow syndrome
GARD:0000312 ! Robinow syndrome	ORPHANET:97360	DOID:0060254 ! Robinow syndrome
GARD:0000312 ! Robinow syndrome	UMLS:C0265205	DOID:0060254 ! Robinow syndrome
GARD:0000313 ! Sabinas brittle hair syndrome	UMLS:C0796271	OMIM:211390 ! Sabinas Brittle Hair Syndrome
GARD:0000314 ! Saccharopinuria	ORPHANET:3124	OMIM:268700 ! Saccharopinuria
GARD:0000315 ! Sackey Sakati Aur syndrome	UMLS:C2931442	MESH:C537219 ! Sackey Sakati Aur syndrome
GARD:0000317 ! Sacral hemangiomas multiple congenital abnormalities	UMLS:C2931443	MESH:C537222 ! Sacral hemangiomas multiple congenital abnormalities
GARD:0000320 ! Saito Kuba Tsuruta syndrome	ORPHANET:2256	OMIM:228940 ! Fibuloulnar Aplasia or Hypoplasia With Renal Abnormalities,Orphanet:2256 ! Fibulo-ulnar hypoplasia - renal anomalies
GARD:0000321 ! Salcedo syndrome	ORPHANET:2613	MESH:C537228 ! Salcedo syndrome,OMIM:256020 ! Nail-patella-like renal disease
GARD:0000322 ! Senior Loken Syndrome	ORPHANET:3156	DOID:0050576 ! Senior-Loken syndrome,OMIM:266900 ! Senior-Loken Syndrome 1
GARD:0000322 ! Senior Loken Syndrome	UMLS:C0403553	DOID:0050576 ! Senior-Loken syndrome,OMIM:266900 ! Senior-Loken Syndrome 1
GARD:0000324 ! Slti Salem syndrome	UMLS:C2931284	MESH:C536673 ! Slti Salem syndrome
GARD:0000325 ! Twin twin transfusion syndrome	ORPHANET:95431	DOID:13576 ! twin-to-twin transfusion syndrome
GARD:0000325 ! Twin twin transfusion syndrome	UMLS:C2931934	DOID:13576 ! twin-to-twin transfusion syndrome
GARD:0000326 ! Cutaneous necrotizing vasculitis	ORPHANET:889	MESH:D018366 ! Vasculitis, Leukocytoclastic, Cutaneous,Orphanet:889 ! Cutaneous leukocytoclastic angiitis
GARD:0000328 ! Wandering spleen	UMLS:C0272414	MESH:D050805 ! Wandering Spleen
GARD:0000329 ! Wells syndrome	ORPHANET:901	Orphanet:901 ! Wells syndrome
GARD:0000330 ! Neonatal progeroid syndrome	ORPHANET:3455	OMIM:264090 ! Wiedemann-Rautenstrauch syndrome
GARD:0000331 ! Yunis Varon syndrome	ORPHANET:3472	OMIM:216340 ! Yunis-Varon syndrome
GARD:0000332 ! Beare-Stevenson cutis gyrata syndrome	ORPHANET:1555	OMIM:123790 ! Beare-Stevenson cutis gyrata syndrome
GARD:0000332 ! Beare-Stevenson cutis gyrata syndrome	UMLS:C1852406	OMIM:123790 ! Beare-Stevenson cutis gyrata syndrome
GARD:0000333 ! Lymphedema-distichiasis syndrome	ORPHANET:33001	OMIM:153400 ! Lymphedema - distichiasis
GARD:0000334 ! Dyschromatosis symmetrica hereditaria 1	ORPHANET:41	OMIM:127400 ! dyschromatosis symmetrica hereditaria
GARD:0000334 ! Dyschromatosis symmetrica hereditaria 1	UMLS:C0406775	OMIM:127400 ! dyschromatosis symmetrica hereditaria
GARD:0000335 ! ABCD syndrome	ORPHANET:918	OMIM:600501 ! ABCD syndrome
GARD:0000335 ! ABCD syndrome	UMLS:C1838099	OMIM:600501 ! ABCD syndrome
GARD:0000336 ! Spastic paraplegia 23	ORPHANET:101003	OMIM:270750 ! Spastic Paraplegia 23
GARD:0000336 ! Spastic paraplegia 23	UMLS:C0796019	OMIM:270750 ! Spastic Paraplegia 23
GARD:0000338 ! Zerres Rietschel Majewski syndrome	UMLS:C2931301	MESH:C536724 ! Zerres Rietschel Majewski syndrome
GARD:0000339 ! Zazam Sheriff Phillips syndrome	UMLS:C2931300	MESH:C536723 ! Zazam Sheriff Phillips syndrome
GARD:0000340 ! Zadik Barak Levin syndrome	UMLS:C2931298	MESH:C536721 ! Zadik Barak Levin syndrome
GARD:0000341 ! Young syndrome	ORPHANET:3471	OMIM:279000 ! Young syndrome
GARD:0000343 ! Pontocerebellar hypoplasia type 4	ORPHANET:166063	OMIM:225753 ! pontocerebellar hypoplasia type 4
GARD:0000343 ! Pontocerebellar hypoplasia type 4	UMLS:C1856974	OMIM:225753 ! pontocerebellar hypoplasia type 4
GARD:0000344 ! Pseudotrisomy 13 syndrome	ORPHANET:2166	OMIM:264480 ! Pseudotrisomy 13 Syndrome
GARD:0000344 ! Pseudotrisomy 13 syndrome	UMLS:C1849649	OMIM:264480 ! Pseudotrisomy 13 Syndrome
GARD:0000345 ! X-linked intellectual disability - short stature b obesity	ORPHANET:3055	MESH:C536715 ! Young Hughes syndrome,Orphanet:3055 ! X-linked intellectual disability - short stature - obesity
GARD:0000345 ! X-linked intellectual disability - short stature b obesity	UMLS:C0796264	MESH:C536715 ! Young Hughes syndrome,Orphanet:3055 ! X-linked intellectual disability - short stature - obesity
GARD:0000346 ! Hoyeraal Hreidarsson syndrome	OMIM:300240	OMIM:305000 ! Hoyeraal-Hreidarsson syndrome
GARD:0000346 ! Hoyeraal Hreidarsson syndrome	ORPHANET:3322	OMIM:305000 ! Hoyeraal-Hreidarsson syndrome
GARD:0000347 ! Yorifuji Okuno syndrome	ORPHANET:2255	MESH:C536714 ! Yorifuji Okuno syndrome,OMIM:600001 ! Heart Defects, Congenital, and Other Congenital Anomalies
GARD:0000349 ! Neuroaxonal dystrophy renal tubular acidosis	UMLS:C2931479	MESH:C537386 ! Neuroaxonal dystrophy renal tubular acidosis
GARD:0000350 ! Gurrieri syndrome	ORPHANET:1858	OMIM:601187 ! Gurrieri Syndrome
GARD:0000350 ! Gurrieri syndrome	UMLS:C0796046	OMIM:601187 ! Gurrieri Syndrome
GARD:0000351 ! Osteopoikilosis and dacryocystitis	ORPHANET:1562	OMIM:166705 ! Dacryocystitis - osteopoikilosis
GARD:0000353 ! Kozlowski Warren Fisher syndrome	UMLS:C2931546	MESH:C537614 ! Kozlowski Warren Fisher syndrome
GARD:0000354 ! Osteopenia and sparse hair	ORPHANET:2324	OMIM:259690 ! Osteopenia and Sparse Hair
GARD:0000354 ! Osteopenia and sparse hair	UMLS:C1850140	OMIM:259690 ! Osteopenia and Sparse Hair
GARD:0000358 ! Pallister W syndrome	ORPHANET:2804	OMIM:311450 ! W syndrome
GARD:0000359 ! Cranioectodermal dysplasia	ORPHANET:1515	DOID:0050577 ! Sensenbrenner syndrome
GARD:0000359 ! Cranioectodermal dysplasia	UMLS:C0432235	DOID:0050577 ! Sensenbrenner syndrome
GARD:0000360 ! Abruzzo Erickson syndrome	ORPHANET:921	OMIM:302905 ! Abruzzo-Erickson syndrome
GARD:0000361 ! Acalvaria	OMIM:206500 ! Anencephaly	Orphanet:945 ! Acalvaria
GARD:0000361 ! Acalvaria	ORPHANET:945	Orphanet:945 ! Acalvaria
GARD:0000363 ! Acatalasemia	OMIM:115500	OMIM:614097 ! acatalasia
GARD:0000363 ! Acatalasemia	ORPHANET:926	OMIM:614097 ! acatalasia
GARD:0000365 ! Aromatase deficiency	ORPHANET:91	OMIM:613546 ! Aromatase deficiency
GARD:0000366 ! Arnold Stickler Bourne syndrome	UMLS:C2931492	MESH:C537431 ! Arnold Stickler Bourne syndrome
GARD:0000368 ! Laryngoonychocutaneous syndrome	ORPHANET:2407	OMIM:245660 ! Laryngoonychocutaneous Syndrome
GARD:0000368 ! Laryngoonychocutaneous syndrome	UMLS:C1328355	OMIM:245660 ! Laryngoonychocutaneous Syndrome
GARD:0000369 ! Ayazi syndrome	ORPHANET:1435	Orphanet:1435 ! Choroideremia - deafness - obesity
GARD:0000369 ! Ayazi syndrome	UMLS:C1844836	Orphanet:1435 ! Choroideremia - deafness - obesity
GARD:0000370 ! Aagenaes syndrome	ORPHANET:1414	OMIM:214900 ! Aagenaes syndrome
GARD:0000370 ! Aagenaes syndrome	UMLS:C0268314	OMIM:214900 ! Aagenaes syndrome
GARD:0000371 ! Qazi Markouizos syndrome	ORPHANET:3010	DOID:0050740 ! Qazi Markouizos syndrome
GARD:0000371 ! Qazi Markouizos syndrome	UMLS:C2931142	DOID:0050740 ! Qazi Markouizos syndrome
GARD:0000372 ! Neurofibromatosis-Noonan syndrome	ORPHANET:638	OMIM:601321 ! Neurofibromatosis-Noonan syndrome
GARD:0000373 ! Quinquaud's decalvans folliculitis	ORPHANET:346	Orphanet:346 ! Quinquaud's folliculitis decalvans
GARD:0000374 ! Zori Stalker Williams syndrome	OMIM:600399 ! Pectus Excavatum, Macrocephaly, Short Stature, and Dysplastic Nails	MESH:C536728 ! Zori Stalker Williams syndrome
GARD:0000374 ! Zori Stalker Williams syndrome	UMLS:C2931302	MESH:C536728 ! Zori Stalker Williams syndrome
GARD:0000375 ! Zlotogora syndrome	OMIM:225000 ! Rosselli-Gulienetti syndrome	OMIM:225060 ! Zlotogora-Ogur syndrome,Orphanet:320317 ! Cleft lip/palate - ectodermal dysplasia
GARD:0000375 ! Zlotogora syndrome	ORPHANET:3253	OMIM:225060 ! Zlotogora-Ogur syndrome,Orphanet:320317 ! Cleft lip/palate - ectodermal dysplasia
GARD:0000376 ! Acheiropody	ORPHANET:931	OMIM:200500 ! acheiropody
GARD:0000376 ! Acheiropody	UMLS:C0265559	OMIM:200500 ! acheiropody
GARD:0000377 ! Adactylia unilateral	ORPHANET:973	OMIM:102650 ! Adactylia, Unilateral
GARD:0000377 ! Adactylia unilateral	UMLS:C0220660	OMIM:102650 ! Adactylia, Unilateral
GARD:0000378 ! Johnson neuroectodermal syndrome	ORPHANET:2316	OMIM:147770 ! Johnson neuroectodermal syndrome
GARD:0000379 ! Renal tubular dysgenesis	ORPHANET:3033	OMIM:267430 ! Renal Tubular Dysgenesis,Orphanet:3033 ! Renal tubular dysgenesis
GARD:0000380 ! Knobloch syndrome	ORPHANET:1571	OMIM:267750 ! Knobloch Syndrome 1,Orphanet:1571 ! Knobloch syndrome
GARD:0000381 ! Kosztolanyi syndrome	ORPHANET:1129	MESH:C537024 ! Kosztolanyi syndrome
GARD:0000381 ! Kosztolanyi syndrome	UMLS:C2931398	MESH:C537024 ! Kosztolanyi syndrome
GARD:0000383 ! Osteopetrosis autosomal dominant type 2	ORPHANET:53	OMIM:166600 ! Osteopetrosis, Autosomal Dominant 2
GARD:0000383 ! Osteopetrosis autosomal dominant type 2	UMLS:C0029454	OMIM:166600 ! Osteopetrosis, Autosomal Dominant 2
GARD:0000384 ! ADULT syndrome	ORPHANET:978	OMIM:103285 ! ADULT syndrome
GARD:0000384 ! ADULT syndrome	UMLS:C1863204	OMIM:103285 ! ADULT syndrome
GARD:0000385 ! Laband syndrome	ORPHANET:3473	DC:0000708 ! Zimmermann-Laband Syndrome,OMIM:135500 ! Zimmermann-Laband Syndrome 1
GARD:0000385 ! Laband syndrome	UMLS:C0796013	DC:0000708 ! Zimmermann-Laband Syndrome,OMIM:135500 ! Zimmermann-Laband Syndrome 1
GARD:0000386 ! Tetraamelia multiple malformations X-linked	ORPHANET:3301	Orphanet:3301 ! Tetraamelia - multiple malformations
GARD:0000387 ! ZAP-70 deficiency	OMIM:176947	Orphanet:911 ! Combined immunodeficiency due to ZAP70 deficiency
GARD:0000387 ! ZAP-70 deficiency	ORPHANET:911	Orphanet:911 ! Combined immunodeficiency due to ZAP70 deficiency
GARD:0000387 ! ZAP-70 deficiency	UMLS:C2931299	Orphanet:911 ! Combined immunodeficiency due to ZAP70 deficiency
GARD:0000388 ! Brachial amelia, forebrain defects and facial clefts	UMLS:C1832434	OMIM:601357 ! Brachial Amelia, Cleft Lip, and Holoprosencephaly
GARD:0000390 ! Hyperostosis corticalis generalisata, benign form of Worth with torus palatinus	ORPHANET:2790	OMIM:144750 ! Endosteal Hyperostosis, Autosomal Dominant,Orphanet:2790 ! Autosomal dominant osteosclerosis, Worth type
GARD:0000391 ! Osteomesopyknosis	ORPHANET:2777	OMIM:166450 ! Osteomesopyknosis
GARD:0000392 ! Weinstein Kliman Scully syndrome	UMLS:C2931289	MESH:C536688 ! Weinstein Kliman Scully syndrome
GARD:0000393 ! Tungiasis	UMLS:C0277356	DOID:0050266 ! tungiasis
GARD:0000394 ! Radioulnar synostosis with microcephaly, short stature, scoliosis, and mental retardation	ORPHANET:3268	OMIM:603438 ! Radioulnar Synostosis With Microcephaly, Short Stature, Scoliosis, and Mental Retardation
GARD:0000394 ! Radioulnar synostosis with microcephaly, short stature, scoliosis, and mental retardation	UMLS:C1863881	OMIM:603438 ! Radioulnar Synostosis With Microcephaly, Short Stature, Scoliosis, and Mental Retardation
GARD:0000395 ! Retinal degeneration with nanophthalmos, cystic macular degeneration, and angle closure glaucoma	ORPHANET:1574	OMIM:267760 ! Retinal Degeneration With Nanophthalmos, Cystic Macular Degeneration, and Angle Closure Glaucoma
GARD:0000396 ! Tularemia	UMLS:C0041351	DOID:2123 ! tularemia
GARD:0000398 ! Bagatelle Cassidy syndrome	UMLS:C2931616	MESH:C537796 ! Bagatelle Cassidy syndrome
GARD:0000399 ! 46,XX testicular disorder of sex development	ORPHANET:393	OMIM:400045 ! 46,Xx Sex Reversal 1,Orphanet:393 ! 46,XX testicular disorder of sex development
GARD:0000399 ! 46,XX testicular disorder of sex development	UMLS:C0022735	OMIM:400045 ! 46,Xx Sex Reversal 1,Orphanet:393 ! 46,XX testicular disorder of sex development
GARD:0000400 ! GAPO syndrome	ORPHANET:2067	OMIM:230740 ! GAPO syndrome
GARD:0000402 ! Autosomal dominant optic atrophy, hearing loss, and peripheral neuropathy	ORPHANET:1215	OMIM:165199 ! Optic Atrophy, Hearing Loss, and Peripheral Neuropathy, Autosomal Dominant
GARD:0000404 ! Osteoporosis oculocutaneous hypopigmentation syndrome	ORPHANET:2786	OMIM:601220 ! Osteoporosis - oculocutaneous hypopigmentation syndrome
GARD:0000405 ! Subaortic stenosis short stature syndrome	ORPHANET:3191	OMIM:271960 ! Subaortic stenosis - short stature
GARD:0000405 ! Subaortic stenosis short stature syndrome	UMLS:C0795947	OMIM:271960 ! Subaortic stenosis - short stature
GARD:0000406 ! O Donnell Pappas syndrome	UMLS:C2931644	Orphanet:2253 ! Foveal hypoplasia - presenile cataract
GARD:0000407 ! Ermine phenotype	ORPHANET:999	OMIM:227010 ! Ermine phenotype
GARD:0000408 ! Kowarski syndrome	ORPHANET:629	OMIM:262650 ! Kowarski Syndrome
GARD:0000408 ! Kowarski syndrome	UMLS:C1849779	OMIM:262650 ! Kowarski Syndrome
GARD:0000409 ! Pachygyria with mental retardation and seizures	ORPHANET:2798	OMIM:600176 ! Pachygyria With Mental Retardation, Seizures, and Arachnoid Cysts,Orphanet:2798 ! Pachygyria - intellectual disability - epilepsy
GARD:0000411 ! Hypoparathyroidism-retardation-dysmorphism syndrome	ORPHANET:2323	OMIM:241410 ! hypoparathyroidism-retardation-dysmorphism syndrome
GARD:0000411 ! Hypoparathyroidism-retardation-dysmorphism syndrome	UMLS:C1855840	OMIM:241410 ! hypoparathyroidism-retardation-dysmorphism syndrome
GARD:0000412 ! Cheilitis glandularis	ORPHANET:1221	OMIM:118330 ! Cheilitis glandularis
GARD:0000413 ! Geroderma osteodysplastica	ORPHANET:2078	OMIM:231070 ! Geroderma Osteodysplasticum,Orphanet:2078 ! Geroderma osteodysplastica
GARD:0000414 ! Bamforth syndrome	ORPHANET:1226	MESH:C537901 ! Bamforth syndrome,OMIM:241850 ! Bamforth-Lazarus syndrome
GARD:0000414 ! Bamforth syndrome	UMLS:C1855794	MESH:C537901 ! Bamforth syndrome,OMIM:241850 ! Bamforth-Lazarus syndrome
GARD:0000415 ! Pseudoprogeria syndrome	ORPHANET:2985	OMIM:200130 ! Pseudoprogeria syndrome
GARD:0000415 ! Pseudoprogeria syndrome	UMLS:C0796125	OMIM:200130 ! Pseudoprogeria syndrome
GARD:0000417 ! Aloi Tomasini Isaia syndrome	UMLS:C2931405	MESH:C537049 ! Aloi Tomasini Isaia syndrome
GARD:0000418 ! Pentosuria	ORPHANET:2843	OMIM:260800 ! Pentosuria
GARD:0000420 ! Turcot syndrome	UMLS:C0265325	OMIM:276300 ! Mismatch Repair Cancer Syndrome
GARD:0000422 ! Tunglang Savage Bellman syndrome	UMLS:C2931369	Orphanet:3225 ! Hearing loss - familial salivary gland insensitivity to aldosterone
GARD:0000424 ! XK aprosencephaly	ORPHANET:3469	OMIM:207770 ! Aprosencephaly Syndrome,Orphanet:3469 ! XK aprosencephaly
GARD:0000425 ! Tufted angioma	ORPHANET:1063	OMIM:607859 ! Tufted angioma
GARD:0000427 ! Tucker syndrome	ORPHANET:2997	OMIM:193240 ! Ptosis - vocal cord paralysis
GARD:0000427 ! Tucker syndrome	UMLS:C1860403	OMIM:193240 ! Ptosis - vocal cord paralysis
GARD:0000429 ! Amniotic band syndrome	ORPHANET:1034	OMIM:217100 ! Constricting Bands, Congenital,Orphanet:1034 ! Amniotic bands
GARD:0000431 ! Microtia-Anotia	UMLS:C1833486	OMIM:600674 ! Microtia-Anotia
GARD:0000432 ! Arbovirosis	ORPHANET:3413	Orphanet:344 ! Arbovirus fever
GARD:0000433 ! Apparent mineralocorticoid excess	UMLS:C2936861	OMIM:218030 ! apparent mineralocorticoid excess syndrome
GARD:0000434 ! Hydrocephalus due to congenital stenosis of aqueduct of sylvius	ORPHANET:2182	OMIM:236635 ! Hydrocephalus Due to Congenital Stenosis of Aqueduct of Sylvius,OMIM:307000 ! Hydrocephalus Due to Congenital Stenosis of Aqueduct of Sylvius
GARD:0000434 ! Hydrocephalus due to congenital stenosis of aqueduct of sylvius	UMLS:C0265216	OMIM:236635 ! Hydrocephalus Due to Congenital Stenosis of Aqueduct of Sylvius,OMIM:307000 ! Hydrocephalus Due to Congenital Stenosis of Aqueduct of Sylvius
GARD:0000435 ! Ausems Wittebol-Post Hennekam syndrome	ORPHANET:1995	MESH:C538272 ! Ausems Wittebol-Post Hennekam syndrome
GARD:0000435 ! Ausems Wittebol-Post Hennekam syndrome	UMLS:C2931789	MESH:C538272 ! Ausems Wittebol-Post Hennekam syndrome
