ORDR ID:			Disease Name:	Synonym(s):	OMIM Num(s):	Orphanet Num(s):	URL:
153			Sanderson Fraser syndrome	"Proptosis, Robin association, clenched hands, and multiple abnormalities"			http://rarediseases.info.nih.gov/gard/153/Sanderson-Fraser-syndrome/resources/1
154			Sandhaus Ben-Ami syndrome	Patella hypoplasia skeletal malformations			http://rarediseases.info.nih.gov/gard/154/Sandhaus-Ben-Ami-syndrome/resources/1
155			Laurin-Sandrow syndrome	Fibula ulna duplication tibia radius absence;Laurin Sandrow syndrome;Mirror hands and feet with nasal defects;Mirror hands and feets - nasal defects;Sandrow syndrome;Tetramelic mirror-image polydactyly	135750	2378	http://rarediseases.info.nih.gov/gard/155/Laurin-Sandrow-syndrome/resources/1
156			Muscle eye brain disease	MEB;MEB syndrome;Muscle-eye-brain disease;Muscle-eye-brain syndrome;Santavuori congenital muscular dystrophy	253280	588	http://rarediseases.info.nih.gov/gard/156/Muscle-eye-brain-disease/resources/1
157			Santos Mateus Leal syndrome	"Hirschsprung disease associated with polydactyly, unilateral renal agenesis, hypertelorism, and congenital deafness;Hirschsprung disease, deafness and polydactyly"	235740		http://rarediseases.info.nih.gov/gard/157/Santos-Mateus-Leal-syndrome/resources/1
158			Sarcosinemia	"Hypersarcosinemia;SAR;SAR deficiency;Sarcosin dehydrogenase complex, deficiency of;Sarcosine dehydrogenase complex deficiency;SARDH deficiency"	268900	3129	http://rarediseases.info.nih.gov/gard/158/Sarcosinemia/resources/1
159			Scalp ear nipple syndrome	"Finlay-Marks Syndrome;Hereditary syndrome of lumpy scalp, odd ears and rudimentary nipples;Scalp-ear-nipple syndrome;Sen Syndrome"	181270	2036	http://rarediseases.info.nih.gov/gard/159/Scalp-ear-nipple-syndrome/resources/1
160			Satoyoshi syndrome	"Komuragaeri Disease;Muscle spasms, intermittent with alopecia, diarrhea and skeletal abnormalities"	600705	3130	http://rarediseases.info.nih.gov/gard/160/Satoyoshi-syndrome/resources/1
161			Saul Wilkes Stevenson syndrome				http://rarediseases.info.nih.gov/gard/161/Saul-Wilkes-Stevenson-syndrome/resources/1
162			Say syndrome	"Cleft palate - large ears - small head;Cleft palate large ears small head;Cleft palate, microcephaly, large ears, and short stature;Say Barber Hobbs syndrome;Say-Barber-Hobbs syndrome"	181180	2013	http://rarediseases.info.nih.gov/gard/162/Say-syndrome/resources/1
163			Schizophrenia mental retardation deafness retinitis				http://rarediseases.info.nih.gov/gard/163/Schizophrenia-mental-retardation-deafness-retinitis/resources/1
164			"Sclerocornea, Syndactyly, ambiguous genitalia"				"http://rarediseases.info.nih.gov/gard/164/Sclerocornea,-Syndactyly,-ambiguous-genitalia/resources/1"
166			Schizencephaly	Familial schizencephaly	269160	799	http://rarediseases.info.nih.gov/gard/166/Schizencephaly/resources/1
169			Schneckenbecken dysplasia	Chondrodysplasia lethal neonatal with snail like pelvis;Chondrodysplasia with snail-like pelvis;SLC35D1-CDG	269250	3144	http://rarediseases.info.nih.gov/gard/169/Schneckenbecken-dysplasia/resources/1
170			Macrocephaly mesodermal hamartoma spectrum	"Elattoproteus syndrome;Gigantism, partial, of hands and feet, nevi, hemihypertrophy, and macrocephaly"	176920		http://rarediseases.info.nih.gov/gard/170/Macrocephaly-mesodermal-hamartoma-spectrum/resources/1
171			Le Marec Bracq Picaud syndrome	Complex malformation syndrome with brachymesomelia			http://rarediseases.info.nih.gov/gard/171/Le-Marec-Bracq-Picaud-syndrome/resources/1
172			"Macrocephaly, mental retardation, short stature, spastic paraplegia and CNS malformations"	Volcke Soekarman syndrome			"http://rarediseases.info.nih.gov/gard/172/Macrocephaly,-mental-retardation,-short-stature,-spastic-paraplegia-and-CNS-malformations/resources/1"
173			"Macroepiphyseal dysplasia with osteoporosis, wrinkled skin, and aged appearance"	"Macroepiphyseal dysplasia, McAlister Coe type;McAlister Coe Whyte syndrome"	248010		"http://rarediseases.info.nih.gov/gard/173/Macroepiphyseal-dysplasia-with-osteoporosis,-wrinkled-skin,-and-aged-appearance/resources/1"
174			"Macrogyria, pseudobulbar palsy and mental retardation"	Kuzniecky Andermann syndrome			"http://rarediseases.info.nih.gov/gard/174/Macrogyria,-pseudobulbar-palsy-and-mental-retardation/resources/1"
175			Infantile free sialic acid storage disease	"Infantile sialic acid storage disorder;ISSD;Sialuria, infantile form"	269920		http://rarediseases.info.nih.gov/gard/175/Infantile-free-sialic-acid-storage-disease/resources/1
176			Macrophagic myofasciitis	"Macrophagic myofasciitis, childhood;MMF"			http://rarediseases.info.nih.gov/gard/176/Macrophagic-myofasciitis/resources/1
177			Macrosomia with lethal microphthalmia	Macrosomia - microphthalmia - cleft palate;Macrosomia microphthalmia cleft palate;Teebi Al-Saleh Hassoon syndrome;Teebi-Al Saleh-Hassoon syndrome	248110	2432	http://rarediseases.info.nih.gov/gard/177/Macrosomia-with-lethal-microphthalmia/resources/1
178			MOMO syndrome	"Macrocephaly-obesity-mental disability-ocular abnormalities syndrome;Macrocrania, obesity, ocular abnormalities (retinal coloboma and nystagmus);Macrosomia, obesity, macrocephaly, ocular abnormalities;Macrosomia-obesity-macrocephaly-ocular abnormalities syndrome"	157980	2563	http://rarediseases.info.nih.gov/gard/178/MOMO-syndrome/resources/1
179			Macrothrombocytopenia progressive deafness	Brodie Chole Griffin syndrome	600208		http://rarediseases.info.nih.gov/gard/179/Macrothrombocytopenia-progressive-deafness/resources/1
180			MYH9 related thrombocytopenia	Alport syndrome with leukocyte inclusions and macrothrombocytopenia;Alport syndrome with macrothrombocytopenia;Epstein syndrome;Fechtner syndrome;Macrothrombocytopenia with leukocyte inclusions;May-Hegglin anomaly;May-Hegglin syndrome;May-Hegglin thrombocytopenia;MHA;MYH9 related disorders;Sebastian platelet syndrome;Sebastian syndrome		1019;1984;807;850	http://rarediseases.info.nih.gov/gard/180/MYH9-related-thrombocytopenia/resources/1
181			Stargardt disease	Fundus flavimaculatus;Juvenile onset macular degeneration;Stargardt 1;Stargardt macular dystrophy	248200	827	http://rarediseases.info.nih.gov/gard/181/Stargardt-disease/resources/1
182			Best vitelliform macular dystrophy	"Best disease;Best macular dystrophy;BMD;BVMD;Early-onset vitelliform macular dystrophy;Juvenile-onset vitelliform macular dystrophy;Macular degeneration, polymorphic vitelline;Polymorphic vitelline macular degeneration;Vitelliform macular dystrophy type 2;VMD2"	153700	1243	http://rarediseases.info.nih.gov/gard/182/Best-vitelliform-macular-dystrophy/resources/1
183			Bubonic plague				http://rarediseases.info.nih.gov/gard/183/Bubonic-plague/resources/1
184			Yellow nail syndrome	Lymphedema with yellow nails;YNS	153300	662	http://rarediseases.info.nih.gov/gard/184/Yellow-nail-syndrome/resources/1
185			Y chromosome infertility	DAZ;Deleted in azoospermia;Male sterility due to Y-chromosome deletions;Y chromosome microdeletions	400003		http://rarediseases.info.nih.gov/gard/185/Y-chromosome-infertility/resources/1
188			N acetyltransferase deficiency	Acetyl-CoA:arylamine n-acetyltransferase;Arylamine n-acetyltransferase 1;N acetyltransferase 1 deficiency;NAT1 deficiency	108345		http://rarediseases.info.nih.gov/gard/188/N-acetyltransferase-deficiency/resources/1
189			Elliott Ludman Teebi syndrome	"Multiple congenital anomalies, severe psychomotor retardation and symmetrical circumferential skin creases of arms and legs"			http://rarediseases.info.nih.gov/gard/189/Elliott-Ludman-Teebi-syndrome/resources/1
191			Kashani Strom Utley syndrome	Hypoplastic pulmonary arteries and aorta with obstructive uropathy;Pulmonary aortic stenosis obstructive uropathy			http://rarediseases.info.nih.gov/gard/191/Kashani-Strom-Utley-syndrome/resources/1
192			Karandikar Maria Kamble syndrome	Cataract mental retardation anal atresia urinary defects;Congenital cataract with multiple congenital anomalies in a sibship			http://rarediseases.info.nih.gov/gard/192/Karandikar-Maria-Kamble-syndrome/resources/1
193			Opitz G/BBB syndrome	"BBB syndrome;G syndrome;GBBB syndrome;Hypertelorism hypospadias syndrome;Hypertelorism with esophageal abnormality and hypospadias;Hypertelorism-oesophageal abnormality-hypospadias syndrome;Hypospadias-dysphagia syndrome;Hypospadias-dysphagia, syndrome;Hypospadias-hypertelorism syndrome;Opitz BBBG syndrome;Opitz syndrome;Opitz-Frias syndrome;Opitz-G syndrome, type 2;Telecanthus with associated abnormalities"	145410	2745	http://rarediseases.info.nih.gov/gard/193/Opitz-G/BBB-syndrome/resources/1
194			Gamma aminobutyric acid transaminase deficiency	4 alpha aminobutyrate transaminase deficiency;ABAT;GABA transaminase deficiency;GABAT;Gamma aminobutyrate transaminase deficiency;Gamma-aminobutyric acid transaminase deficiency	137150	2066	http://rarediseases.info.nih.gov/gard/194/Gamma-aminobutyric-acid-transaminase-deficiency/resources/1
195			Hyperkalemic periodic paralysis	Adynamia episodica hereditaria;Adynamia episodica hereditaria with or without myotonia;Familial hyperkalemic periodic paralysis;Familial hyperPP;Gamstorp disease;Gamstorp episodic adynamy;Hyperkalemic PP;HyperKPP;HyperPP;HYPP;Primary hyperkalemic periodic paralysis;Primary hyperPP;Sodium channel muscle disease	170500	682	http://rarediseases.info.nih.gov/gard/195/Hyperkalemic-periodic-paralysis/resources/1
196			St Anthony's fire	Ergotism			http://rarediseases.info.nih.gov/gard/196/St-Anthony's-fire/resources/1
198			Spinal muscular atrophy type 3	"Juvenile spinal muscular atrophy;Kugelberg-Welander disease;Kugelberg-Welander syndrome;KWS;Muscular atrophy, juvenile;Proximal spinal muscular atrophy type 3;SMA 3;SMA type 3;SMA-III;SMA3;Spinal muscular atrophy, mild childhood and adolescent form"	253400	83419	http://rarediseases.info.nih.gov/gard/198/Spinal-muscular-atrophy-type-3/resources/1
199			Cardiac hydatid cysts with intracavitary expansion	Cardiac hydatidosis			http://rarediseases.info.nih.gov/gard/199/Cardiac-hydatid-cysts-with-intracavitary-expansion/resources/1
200			Central serous chorioretinopathy	Central serous chorioretinopathy after bone marrow transplantation;Central serous choroidopathy 			http://rarediseases.info.nih.gov/gard/200/Central-serous-chorioretinopathy/resources/1
201			Ascher's Syndrome	"Ascher syndrome;Blepharophimosis - radioulnar synostosis;Double upper lip, blepharochalasis and enlargement of the thyroid;Jorgenson-Lenz syndrome"			http://rarediseases.info.nih.gov/gard/201/Ascher's-Syndrome/resources/1
202			Maxillary double lip				http://rarediseases.info.nih.gov/gard/202/Maxillary-double-lip/resources/1
203			Crohn's disease of the esophagus				http://rarediseases.info.nih.gov/gard/203/Crohn's-disease-of-the-esophagus/resources/1
204			Dieterich's disease	Avascular necrosis of the metacarpal head;Dieterich disease			http://rarediseases.info.nih.gov/gard/204/Dieterich's-disease/resources/1
206			Nephronophthisis 1	Nephronophthisis familial juvenile;NPH1;NPHP1	256100		http://rarediseases.info.nih.gov/gard/206/Nephronophthisis-1/resources/1
207			Alveolar echinococcosis	Echinococcosis			http://rarediseases.info.nih.gov/gard/207/Alveolar-echinococcosis/resources/1
208			Giant mammary hamartoma	Giant hamartoma of the breast			http://rarediseases.info.nih.gov/gard/208/Giant-mammary-hamartoma/resources/1
210			Ruzicka Goerz Anton syndrome	"Ichthyosis congenita, neurosensory deafness, oligophrenia, dental aplasia, brachydactyly, clinodactyly, accessory cervical ribs and thyroid carcinoma;Ichthyosis deafness mental retardation skeletal anomalies"			http://rarediseases.info.nih.gov/gard/210/Ruzicka-Goerz-Anton-syndrome/resources/1
212			Rutherfurd syndrome	"Corneal dystrophy with gum hypertrophy;Gingival hypertrophy - corneal dystrophy;Gingival hypertrophy corneal dystrophy;Oculodental syndrome, Rutherfurd type"	180900	2709	http://rarediseases.info.nih.gov/gard/212/Rutherfurd-syndrome/resources/1
213			Axial mesodermal dysplasia spectrum	Russell Weaver Bull syndrome			http://rarediseases.info.nih.gov/gard/213/Axial-mesodermal-dysplasia-spectrum/resources/1
215			Rudd Klimek syndrome	Caudal dysgenesis familial type;Familial caudal dysgenesis			http://rarediseases.info.nih.gov/gard/215/Rudd-Klimek-syndrome/resources/1
216			Rozin Hertz Goodman syndrome	"Camptodactyly - joint contractures - facial skeletal defects;Camptodactyly, joint contractures, facial skeletal defects;Camptodactyly, myopia, and fibrosis of the medial rectus muscle of eye;Rozin-camptodactyly syndrome;Rozin-Hertz-Goodman syndrome"	602612	1323	http://rarediseases.info.nih.gov/gard/216/Rozin-Hertz-Goodman-syndrome/resources/1
217			Roy Maroteaux Kremp syndrome	"Metaphyseal modeling abnormality, skin lesions, and Spastic paraplegia"	250500		http://rarediseases.info.nih.gov/gard/217/Roy-Maroteaux-Kremp-syndrome/resources/1
218			Rotor syndrome	"Hyperbilirubinemia, Rotor type;Rotor-type hyperbilirubinemia"	237450	3111	http://rarediseases.info.nih.gov/gard/218/Rotor-syndrome/resources/1
219			Congenital giant megaureter	CGM			http://rarediseases.info.nih.gov/gard/219/Congenital-giant-megaureter/resources/1
220			Peripartum cardiomyopathy	Meadows' syndrome;Postpartum cardiomyopathy		563	http://rarediseases.info.nih.gov/gard/220/Peripartum-cardiomyopathy/resources/1
221			Dilated cardiomyopathy	DCM;Idiopathic dilated cardiomyopathy	115200	217604	http://rarediseases.info.nih.gov/gard/221/Dilated-cardiomyopathy/resources/1
223			Acoustic neuroma	Acoustic neurilemoma;Acoustic neurinoma;Acoustic tumor;Cerebellopontine angle tumor;Neurinoma of the acoustic nerve;Vestibular schwannoma			http://rarediseases.info.nih.gov/gard/223/Acoustic-neuroma/resources/1
224			Radio renal syndrome	Radio-renal syndrome;Radius absent - anogenital anomalies	179280		http://rarediseases.info.nih.gov/gard/224/Radio-renal-syndrome/resources/1
225			Radial ray agenesis			3025	http://rarediseases.info.nih.gov/gard/225/Radial-ray-agenesis/resources/1
226			Rabson-Mendenhall syndrome	"Mendenhall Syndrome;Pineal hyperplasia, insulin-resistant diabetes mellitus, and somatic abnormalities"	262190	769	http://rarediseases.info.nih.gov/gard/226/Rabson-Mendenhall-syndrome/resources/1
228			Resistance to LH (luteinizing hormone)	Impuberism and anovulation due to resistance to LH			http://rarediseases.info.nih.gov/gard/228/Resistance-to-LH--luteinizing-hormone-/resources/1
229			Gomez Lopez Hernandez syndrome	Cerebellotrigeminal - dermal dysplasia;Cerebellotrigeminal dermal dysplasia;Cerebellotrigeminal-dermal dysplasia;Craniosynostosis - alopecia - brain defect;Gómez-López-Hernández syndrome	601853	1532	http://rarediseases.info.nih.gov/gard/229/Gomez-Lopez-Hernandez-syndrome/resources/1
230			Microcephaly deafness syndrome	"Kawashima tsuji syndrome;Kawashima-Tsuji syndrome;Microcephaly - deafness - intellectual disability;Syndrome of microcephaly, deafness/malformed ears, mental retardation and peculiar facies"	156620	2533	http://rarediseases.info.nih.gov/gard/230/Microcephaly-deafness-syndrome/resources/1
231			Leukoencephalopathy with vanishing white matter	CACH syndrome;CACH/VWM syndrome;Childhood ataxia with diffuse central nervous system hypomyelination;Cree leukoencehalopathy;Myelinosis centralis diffusa	603896	135	http://rarediseases.info.nih.gov/gard/231/Leukoencephalopathy-with-vanishing-white-matter/resources/1
232			Medullary sponge kidney	Cacchi Ricci disease;Cacchi-Ricci syndrome;Cystic dilatation of renal collecting tubes;Precalyceal canalicular ectasia;Sponge kidney	174000		http://rarediseases.info.nih.gov/gard/232/Medullary-sponge-kidney/resources/1
233			D ercole syndrome	Short stature microcephaly heart defect			http://rarediseases.info.nih.gov/gard/233/D-ercole-syndrome/resources/1
234			D-glycericacidemia	D-Glycerate kinase deficiency;D-glyceric acidemia;D-glyceric aciduria;Non ketotic hyperglycinemia syndrome	220120	941	http://rarediseases.info.nih.gov/gard/234/D-glycericacidemia/resources/1
236			Daentl Towsend Siegel syndrome	"Familial nephrosis, hydrocephalus, thin skin, blue sclerae syndrome;Hydrocephalus blue sclera nephropathy"			http://rarediseases.info.nih.gov/gard/236/Daentl-Towsend-Siegel-syndrome/resources/1
237			Dahlberg Borer Newcomer syndrome	Dahlberg syndrome;Dahlberg-Borer-Newcomer syndrome;Hypoparathyroidism lymphedema syndrome;Lymphedema - hypoparathyroidism syndrome;Lymphedema hypoparathyroidism syndrome	247410	1563	http://rarediseases.info.nih.gov/gard/237/Dahlberg-Borer-Newcomer-syndrome/resources/1
238			Odontoma dysphagia syndrome	Boder syndrome;Odontomatosis (multiple odontomas) with dysphagia;Odontomatosis - aortae esophagus stenosis	164330	2724	http://rarediseases.info.nih.gov/gard/238/Odontoma-dysphagia-syndrome/resources/1
239			Say Barber Miller syndrome	Microcephaly - hypogammaglobulinemia - abnormal immunity;Microcephaly hypogammaglobulinemia abnormal immunity;Microcephaly with chemotactic defect and transient hypogammaglobulinemia;Say-Barber-Miller syndrome	251240	3132	http://rarediseases.info.nih.gov/gard/239/Say-Barber-Miller-syndrome/resources/1
240			Say Carpenter syndrome	Metaphyseal dysplasia hypertelorism hypospadias			http://rarediseases.info.nih.gov/gard/240/Say-Carpenter-syndrome/resources/1
